location,investigation_type,event_date,country,injury_severity,aircraft_category,make,model,number_of_engines,engine_type,total_fatal_injuries,total_uninjured,total_serious_injuries,total_minor_injuries,latitude,longitude,amateur_built,city,state
"pittsfield, ma",accident,2003-01-25,united states,non-fatal,airplane,robinson,r-22b,1.0,reciprocating,0.0,0.0,0.0,0.0,42.426667,-73.292777,no,pittsfield,ma
"el monte, ca",accident,2003-01-25,united states,non-fatal,airplane,cessna,t210l,1.0,reciprocating,0.0,0.0,0.0,0.0,33.087777,-118.035833,no,el monte,ca
"elbert, co",accident,2003-01-25,united states,non-fatal,airplane,stinson,108-2,1.0,reciprocating,0.0,0.0,0.0,0.0,38.991666,-104.641666,no,elbert,co
"kalaupapa, hi",accident,2003-01-25,united states,fatal(1),airplane,cessna,172n,1.0,reciprocating,1.0,0.0,0.0,0.0,21.166667,-156.95,no,kalaupapa,hi
"newport, me",accident,2003-01-26,united states,non-fatal,airplane,luscombe,8f,1.0,reciprocating,0.0,0.0,1.0,0.0,44.82,-69.238333,no,newport,me
"delaware city, de",accident,2003-01-26,united states,fatal(2),airplane,beech,v35b,1.0,reciprocating,2.0,0.0,0.0,0.0,39.595833,-75.574445,no,delaware city,de
"everglades city, fl",accident,2003-01-26,united states,non-fatal,airplane,cessna,182r,1.0,reciprocating,0.0,0.0,0.0,0.0,25.848611,-81.39,no,everglades city,fl
"fernandina bch, fl",accident,2003-01-26,united states,fatal(4),airplane,cessna,m337b (o-2a),2.0,reciprocating,4.0,0.0,0.0,0.0,30.613611,-81.280556,no,fernandina bch,fl
"scottsdale, az",accident,2003-01-26,united states,fatal(2),airplane,piper,pa-60-601p,2.0,reciprocating,2.0,0.0,0.0,0.0,33.665833,-111.831111,no,scottsdale,az
"ellensburg, wa",accident,2003-01-28,united states,non-fatal,airplane,cessna,152,1.0,reciprocating,0.0,0.0,0.0,0.0,47.016667,-120.516667,no,ellensburg,wa
"myrtle beach, sc",accident,2003-01-28,united states,non-fatal,airplane,mooney,m20k,1.0,reciprocating,0.0,2.0,0.0,2.0,33.811667,-78.723889,no,myrtle beach,sc
"jacksonville, fl",accident,2003-01-28,united states,non-fatal,airplane,cessna,172f,1.0,reciprocating,0.0,0.0,0.0,0.0,30.333333,-81.5,no,jacksonville,fl
"logan, nm",accident,2003-01-28,united states,non-fatal,airplane,cessna,172m,1.0,reciprocating,0.0,4.0,0.0,4.0,35.356389,-103.4375,no,logan,nm
"cleveland, oh",accident,2003-01-28,united states,fatal(1),airplane,mitsubishi,mu-2b-60,2.0,turbo prop,1.0,0.0,0.0,0.0,41.515,-81.683056,no,cleveland,oh
"jackson, ms",accident,2003-01-30,united states,non-fatal,airplane,beech,200,2.0,turbo prop,0.0,0.0,0.0,0.0,32.313889,-90.080556,no,jackson,ms
"russian mission, ak",accident,2003-01-30,united states,non-fatal,airplane,cessna,208b,1.0,turbo prop,0.0,0.0,0.0,0.0,61.898889,-161.438055,no,russian mission,ak
"lancaster, ca",accident,2003-01-30,united states,fatal(2),airplane,beech,d95a,2.0,reciprocating,2.0,0.0,0.0,0.0,33.746389,-118.22,no,lancaster,ca
"rock springs, wy",accident,2003-01-30,united states,fatal(1),airplane,beech,v35b,1.0,reciprocating,1.0,0.0,0.0,0.0,41.558889,-108.772223,no,rock springs,wy
"tehachapi, ca",accident,2003-01-31,united states,non-fatal,airplane,piper,pa-28-140,1.0,reciprocating,0.0,2.0,0.0,2.0,35,-118,no,tehachapi,ca
"wildorado, tx",accident,2003-01-31,united states,non-fatal,airplane,cessna,182f,1.0,reciprocating,0.0,1.0,0.0,1.0,35.118056,-102.185,no,wildorado,tx
"lakeville, mn",accident,2003-01-31,united states,non-fatal,airplane,cessna,172,1.0,reciprocating,0.0,0.0,0.0,0.0,44.627778,-93.228056,no,lakeville,mn
"golden gate, fl",accident,2003-01-31,united states,fatal(2),airplane,extra flugzeugbau,ea300/l,1.0,reciprocating,2.0,0.0,0.0,0.0,26.064167,-81.591944,no,golden gate,fl
"prosser, wa",accident,2003-02-01,united states,non-fatal,airplane,piper,pa-28-140,1.0,reciprocating,0.0,0.0,0.0,0.0,46.212222,-119.792777,no,prosser,wa
"klamath falls, or",accident,2003-02-01,united states,non-fatal,airplane,cessna,180 b,1.0,reciprocating,0.0,0.0,0.0,0.0,45.156111,-117.253056,no,klamath falls,or
"long beach, ca",accident,2003-02-01,united states,non-fatal,airplane,pitts,s-2b,1.0,reciprocating,0.0,0.0,1.0,0.0,33.818334,-118.152778,no,long beach,ca
"quartzsite, az",accident,2003-02-01,united states,non-fatal,airplane,beech,s-35,1.0,reciprocating,0.0,0.0,0.0,0.0,33,-114,no,quartzsite,az
"grand rapids, mi",accident,2003-02-01,united states,non-fatal,airplane,beech,a36,1.0,reciprocating,0.0,0.0,0.0,0.0,42.880834,-85.522778,no,grand rapids,mi
"fort lauderdale, fl",accident,2003-02-01,united states,non-fatal,airplane,robinson,r22,1.0,reciprocating,0.0,0.0,0.0,0.0,26.197222,-80.170556,no,fort lauderdale,fl
"kenai, ak",accident,2003-02-01,united states,non-fatal,airplane,cessna,150,1.0,reciprocating,0.0,0.0,0.0,0.0,60.808333,-151.7,no,kenai,ak
"titusville, fl",accident,2003-02-02,united states,non-fatal,airplane,beech,a24r,1.0,reciprocating,0.0,3.0,1.0,3.0,28.513889,-80.797222,no,titusville,fl
"new orleans, la",accident,2003-02-03,united states,non-fatal,airplane,mooney,m20j,1.0,reciprocating,0.0,4.0,0.0,4.0,30.0425,-90.028334,no,new orleans,la
"waskish, mn",accident,2003-02-03,united states,non-fatal,airplane,cessna,172f,1.0,reciprocating,0.0,1.0,0.0,1.0,48.154167,-94.516945,no,waskish,mn
"burlington, wa",accident,2003-02-04,united states,non-fatal,airplane,beech,e18s,2.0,reciprocating,0.0,0.0,0.0,0.0,48.482778,-122.44,no,burlington,wa
"middletown, ca",accident,2003-02-04,united states,non-fatal,airplane,beech,f35,1.0,reciprocating,0.0,1.0,0.0,1.0,38.733333,-122.583333,no,middletown,ca
"morrilton, ar",accident,2003-02-04,united states,non-fatal,airplane,cessna,210l,1.0,reciprocating,0.0,0.0,0.0,0.0,35.138611,-92.909167,no,morrilton,ar
"wichita, ks",incident,2003-02-04,united states,incident,airplane,bombardier,bd 100-1a10,2.0,turbo fan,0.0,0.0,0.0,0.0,unknown,unknown,no,wichita,ks
"casa grande, az",accident,2003-02-05,united states,non-fatal,airplane,cobb international,rotorway exec 90,1.0,reciprocating,0.0,2.0,0.0,2.0,32.997222,-111.923056,no,casa grande,az
"halstead, ks",accident,2003-02-05,united states,non-fatal,airplane,piper,pa-24-180,1.0,reciprocating,0.0,0.0,0.0,0.0,38.031389,-97.509167,no,halstead,ks
"mission, tx",accident,2003-02-05,united states,fatal(3),airplane,cessna,t210n,1.0,reciprocating,3.0,0.0,0.0,0.0,26.206111,-98.401667,no,mission,tx
"russellville, ky",accident,2003-02-06,united states,non-fatal,airplane,robinson,r-44,1.0,reciprocating,0.0,0.0,0.0,0.0,36.8675,-87.97,no,russellville,ky
"florence, sc",accident,2003-02-06,united states,fatal(3),airplane,piper,pa-24-250,1.0,reciprocating,3.0,0.0,0.0,0.0,34.279167,-79.759722,no,florence,sc
"mcminnville, or",accident,2003-02-08,united states,non-fatal,airplane,cessna,172n,1.0,reciprocating,0.0,0.0,0.0,0.0,45.195555,-123.137777,no,mcminnville,or
"fort klamath, or",accident,2003-02-08,united states,non-fatal,airplane,beech,a23,1.0,reciprocating,0.0,0.0,0.0,0.0,42.7,-122,no,fort klamath,or
"oceano, ca",accident,2003-02-08,united states,non-fatal,airplane,bellanca,14-19-2,1.0,reciprocating,0.0,0.0,0.0,0.0,35.1,-120.616667,no,oceano,ca
"pagosa springs, co",accident,2003-02-08,united states,non-fatal,airplane,beech,c23,1.0,reciprocating,0.0,0.0,0.0,0.0,37.2775,-107.055833,no,pagosa springs,co
"lafayette, ga",accident,2003-02-08,united states,non-fatal,airplane,cessna,182,1.0,reciprocating,0.0,2.0,0.0,2.0,34.692777,-85.294722,no,lafayette,ga
"everett, wa",accident,2003-02-09,united states,non-fatal,airplane,cessna,172s,1.0,reciprocating,0.0,0.0,0.0,0.0,47.914167,-122.284444,no,everett,wa
"warwick, ny",accident,2003-02-09,united states,non-fatal,airplane,cessna,182r,1.0,reciprocating,0.0,0.0,0.0,0.0,41.2875,-74.286944,no,warwick,ny
"davie, fl",accident,2003-02-09,united states,non-fatal,airplane,cessna,170a,1.0,reciprocating,0.0,1.0,1.0,1.0,30.069445,-83.581945,no,davie,fl
"lockhart, tx",accident,2003-02-09,united states,non-fatal,airplane,cessna,152,1.0,reciprocating,0.0,1.0,0.0,1.0,29.850278,-97.672223,no,lockhart,tx
"urbana, il",accident,2003-02-09,united states,non-fatal,airplane,beech,be-g35,1.0,reciprocating,0.0,0.0,0.0,0.0,unknown,unknown,no,urbana,il
"the gap, az",accident,2003-02-10,united states,non-fatal,airplane,cessna,182a,1.0,reciprocating,0.0,1.0,0.0,1.0,36.325556,-111.483056,no,the gap,az
"estherville, ia",accident,2003-02-11,united states,non-fatal,airplane,cessna,182f,1.0,reciprocating,0.0,0.0,0.0,0.0,43.407222,-94.746389,no,estherville,ia
"hendersonville, nc",accident,2003-02-11,united states,non-fatal,airplane,cessna,172,1.0,reciprocating,0.0,2.0,0.0,2.0,35.3075,-82.433056,no,hendersonville,nc
"sitka, ak",accident,2003-02-11,united states,non-fatal,airplane,stinson,108-1,1.0,reciprocating,0.0,0.0,0.0,0.0,57.047222,-135.361667,no,sitka,ak
"soldotna, ak",accident,2003-02-11,united states,non-fatal,airplane,piper,pa-18-150,1.0,reciprocating,0.0,0.0,0.0,0.0,60.476111,-151.0325,no,soldotna,ak
"pompano beach, fl",accident,2003-02-12,united states,non-fatal,airplane,robinson,r-22,1.0,reciprocating,0.0,1.0,0.0,1.0,26.247222,-80.111111,no,pompano beach,fl
"leesburg, ms",accident,2003-02-12,united states,non-fatal,airplane,cessna,172m,1.0,reciprocating,0.0,1.0,0.0,1.0,32.438333,-89.763889,no,leesburg,ms
"goodland, ks",incident,2003-02-12,united states,incident,airplane,piper,pa-31-350,2.0,reciprocating,0.0,0.0,0.0,0.0,39.370556,-101.698889,no,goodland,ks
"bolivar, tn",accident,2003-02-12,united states,non-fatal,airplane,cessna,p210n,1.0,reciprocating,0.0,2.0,0.0,2.0,35.214444,-89.043333,no,bolivar,tn
"clare, mi",accident,2003-02-14,united states,non-fatal,airplane,cessna,172,1.0,reciprocating,0.0,0.0,0.0,0.0,43.834444,-84.74,no,clare,mi
"bloomington, il",incident,2003-02-14,united states,incident,airplane,canadair,crj-600,2.0,turbo fan,0.0,0.0,0.0,0.0,40.344444,-88.915833,no,bloomington,il
"wellington, ks",accident,2003-02-14,united states,fatal(1),airplane,cessna,172n,1.0,reciprocating,1.0,0.0,0.0,0.0,37.19,-97.333056,no,wellington,ks
"aspen, co",accident,2003-02-15,united states,non-fatal,airplane,socata,tbm 700,1.0,turbo prop,0.0,0.0,0.0,0.0,39.223056,-106.868889,no,aspen,co
"fryeburg, me",accident,2003-02-16,united states,non-fatal,airplane,cessna,140,1.0,reciprocating,0.0,0.0,0.0,0.0,43.991111,-70.947777,no,fryeburg,me
"taylor mill, ky",accident,2003-02-16,united states,non-fatal,airplane,piper,pa-31-350,2.0,reciprocating,0.0,1.0,0.0,1.0,39.008056,-84.483056,no,taylor mill,ky
"stockton, ca",accident,2003-02-16,united states,non-fatal,airplane,cessna,t210l,1.0,reciprocating,0.0,2.0,1.0,2.0,49.1,-121.26,no,stockton,ca
"san francisco, ca",accident,2003-02-16,united states,non-fatal,airplane,cessna,421c,2.0,reciprocating,0.0,0.0,0.0,0.0,37.6275,-122.389166,no,san francisco,ca
"cahokia, il",accident,2003-02-16,united states,non-fatal,airplane,swearingen,sa-26at,2.0,turbo prop,0.0,0.0,0.0,0.0,38.570556,-90.156111,no,cahokia,il
"ferguson, ky",accident,2003-02-16,united states,fatal(3),airplane,cessna,421,2.0,reciprocating,3.0,0.0,4.0,0.0,37.073056,-84.584166,no,ferguson,ky
"morristown, tn",accident,2003-02-17,united states,non-fatal,airplane,beech,a36,1.0,reciprocating,0.0,3.0,0.0,3.0,36.179167,-83.375278,no,morristown,tn
"miami, fl",accident,2003-02-17,united states,fatal(4),airplane,piper,pa-23-250,2.0,reciprocating,4.0,0.0,0.0,0.0,25.718334,-79.983333,no,miami,fl
"jacksonville, tx",accident,2003-02-18,united states,non-fatal,airplane,cessna,172k,1.0,reciprocating,0.0,0.0,0.0,0.0,31.869167,-95.217223,no,jacksonville,tx
"kent, tx",accident,2003-02-18,united states,non-fatal,airplane,robinson,r22 beta ii,1.0,reciprocating,0.0,1.0,0.0,1.0,31.015278,-104.212222,no,kent,tx
"holly grove, ar",accident,2003-02-18,united states,non-fatal,airplane,air tractor,at-502b,1.0,turbo prop,0.0,1.0,0.0,1.0,34.583333,-91.165833,no,holly grove,ar
"sparta, mi",accident,2003-02-18,united states,non-fatal,airplane,beech,v35,1.0,reciprocating,0.0,0.0,0.0,0.0,43.128334,-85.677223,no,sparta,mi
"valdosta, ga",accident,2003-02-18,united states,non-fatal,airplane,beech,c23,1.0,reciprocating,0.0,1.0,0.0,1.0,30.7825,-83.276667,no,valdosta,ga
"santa susana, ca",accident,2003-02-18,united states,non-fatal,airplane,cessna,172p,1.0,reciprocating,0.0,0.0,2.0,0.0,34.334722,-118.601667,no,santa susana,ca
"flemington, nj",accident,2003-02-19,united states,non-fatal,airplane,cessna,172sp,1.0,reciprocating,0.0,0.0,0.0,0.0,40.481945,-74.891111,no,flemington,nj
"garryowen, mt",accident,2003-02-20,united states,fatal(1),airplane,piper,pa-22-150,1.0,reciprocating,1.0,0.0,1.0,0.0,45.481667,-107.489722,no,garryowen,mt
"east windsor, ct",accident,2003-02-20,united states,non-fatal,airplane,cessna,180,1.0,reciprocating,0.0,0.0,0.0,0.0,41.889722,-72.615,no,east windsor,ct
"marathon, fl",accident,2003-02-20,united states,non-fatal,airplane,cessna,402b,2.0,reciprocating,0.0,1.0,0.0,1.0,24.616667,-81.158333,no,marathon,fl
"scottsdale, az",accident,2003-02-20,united states,non-fatal,airplane,cessna,172s,1.0,reciprocating,0.0,0.0,1.0,0.0,33.626945,-111.9,no,scottsdale,az
"weirsdale, fl",accident,2003-02-20,united states,fatal(1),airplane,"aerofab, inc.",lake 250,1.0,reciprocating,1.0,0.0,0.0,0.0,29.0025,-81.935277,no,weirsdale,fl
"urbana, in",accident,2003-02-20,united states,fatal(1),airplane,north american/aero classics,p-51d,1.0,reciprocating,1.0,0.0,0.0,0.0,40.891666,-85.666667,no,urbana,in
"merritt island, fl",accident,2003-02-21,united states,non-fatal,airplane,beech,a45,1.0,reciprocating,0.0,0.0,0.0,0.0,28.347222,-80.686944,no,merritt island,fl
"nipomo, ca",accident,2003-02-21,united states,fatal(2),airplane,piper,pa-30,2.0,reciprocating,2.0,0.0,0.0,0.0,34.984722,-120.566945,no,nipomo,ca
"so. charleston, wv",accident,2003-02-22,united states,fatal(1),airplane,cessna,182p,1.0,reciprocating,1.0,0.0,1.0,0.0,38.335,-81.731667,no,so. charleston,wv
"rome, ga",accident,2003-02-22,united states,non-fatal,airplane,cessna,150f,1.0,reciprocating,0.0,0.0,0.0,0.0,34.351111,-85.163333,no,rome,ga
"palmdale, ca",accident,2003-02-23,united states,non-fatal,airplane,cessna,310,2.0,reciprocating,0.0,0.0,0.0,0.0,34.746111,-118.220556,no,palmdale,ca
"ely, nv",accident,2003-02-23,united states,fatal(2),airplane,cessna,172n,1.0,reciprocating,2.0,0.0,0.0,0.0,38.817223,-114.909722,no,ely,nv
"sanford, fl",accident,2003-02-24,united states,non-fatal,airplane,cessna,172rg,1.0,reciprocating,0.0,2.0,0.0,2.0,28.777778,-81.2375,no,sanford,fl
"williamson, ny",accident,2003-02-25,united states,non-fatal,airplane,cessna,150j,1.0,reciprocating,0.0,0.0,0.0,0.0,43.234722,-77.120278,no,williamson,ny
"miami, fl",accident,2003-02-25,united states,non-fatal,airplane,boeing,777-223,2.0,turbo fan,0.0,0.0,2.0,0.0,25.949722,-81.2525,no,miami,fl
"osteen, fl",accident,2003-02-25,united states,fatal(1),airplane,cessna,172p,1.0,reciprocating,1.0,0.0,0.0,0.0,28.824723,-81.018611,no,osteen,fl
"cincinnati, oh",accident,2003-02-26,united states,non-fatal,airplane,cessna,172n,1.0,reciprocating,0.0,0.0,0.0,0.0,39.246666,-84.388889,no,cincinnati,oh
"blue bell, pa",accident,2003-02-26,united states,non-fatal,airplane,piper,pa-44-180,2.0,reciprocating,0.0,0.0,0.0,0.0,40.1375,-75.265,no,blue bell,pa
"sylvania, ga",accident,2003-02-26,united states,fatal(1),airplane,piper,pa-32-300,1.0,reciprocating,1.0,0.0,0.0,0.0,32.716389,-81.629723,no,sylvania,ga
"renfrew, pa",accident,2003-02-27,united states,fatal(1),airplane,cessna,182g,1.0,reciprocating,1.0,0.0,0.0,0.0,40.770278,-79.978611,no,renfrew,pa
"columbus, oh",accident,2003-02-28,united states,non-fatal,airplane,cessna,152,1.0,reciprocating,0.0,0.0,0.0,0.0,40.079723,-83.073056,no,columbus,oh
"captiva island, fl",accident,2003-02-28,united states,fatal(1),airplane,beech,36,1.0,reciprocating,1.0,0.0,0.0,0.0,26.591389,-82.190555,no,captiva island,fl
"grand rapids, mn",accident,2003-02-28,united states,non-fatal,airplane,aeronca,7ac,1.0,reciprocating,0.0,0.0,0.0,0.0,unknown,unknown,no,grand rapids,mn
"homer, ak",incident,2003-02-28,united states,incident,airplane,cessna,206,1.0,reciprocating,0.0,0.0,0.0,0.0,59.75,-150.75,no,homer,ak
"westerly, ri",accident,2003-03-01,united states,non-fatal,airplane,piper,pa-28-235,1.0,reciprocating,0.0,2.0,0.0,2.0,41.349444,-71.803333,no,westerly,ri
"chandler, az",accident,2003-03-01,united states,non-fatal,airplane,piper,pa-18-150,1.0,reciprocating,0.0,0.0,0.0,0.0,33.266667,-111.8,no,chandler,az
"leesburg, va",accident,2003-03-01,united states,fatal(3),airplane,socata,tbm 700,1.0,turbo prop,3.0,0.0,0.0,0.0,39.116667,-77.571389,no,leesburg,va
"new hudson, mi",accident,2003-03-01,united states,non-fatal,airplane,cessna,t210l,1.0,reciprocating,0.0,1.0,0.0,1.0,42.503056,-83.623611,no,new hudson,mi
"greenwood, sc",accident,2003-03-01,united states,non-fatal,airplane,cessna,152,1.0,reciprocating,0.0,1.0,0.0,1.0,34.248611,-82.158889,no,greenwood,sc
"atlanta, ga",accident,2003-03-01,united states,non-fatal,airplane,aerospatiale,atr-72-212,2.0,turbo prop,0.0,0.0,1.0,0.0,33.640277,-84.426945,no,atlanta,ga
"mount airy, nc",accident,2003-03-01,united states,fatal(5),airplane,beech,be-36a,1.0,reciprocating,5.0,0.0,0.0,0.0,36.4275,-80.558056,no,mount airy,nc
"malin, or",accident,2003-03-02,united states,non-fatal,airplane,cessna,180 a,1.0,reciprocating,0.0,0.0,0.0,0.0,42.011944,-121.339166,no,malin,or
"monterey, ma",accident,2003-03-02,united states,fatal(4),airplane,piper,pa-32-300,1.0,reciprocating,4.0,0.0,3.0,0.0,42.210556,-73.262222,no,monterey,ma
"destin, fl",accident,2003-03-02,united states,non-fatal,airplane,mooney,m20m,1.0,reciprocating,0.0,0.0,1.0,0.0,30.4,-86.471389,no,destin,fl
"ruston, la",accident,2003-03-02,united states,non-fatal,airplane,enstrom,280fx,1.0,reciprocating,0.0,0.0,0.0,0.0,32.514444,-92.588333,no,ruston,la
"kotzebue, ak",accident,2003-03-02,united states,non-fatal,airplane,cessna,208,1.0,turbo prop,0.0,1.0,0.0,1.0,66.884722,-162.598611,no,kotzebue,ak
"tracy, ca",accident,2003-03-03,united states,non-fatal,airplane,aero commander,690a,2.0,turbo prop,0.0,0.0,1.0,0.0,37.649444,-121.375,no,tracy,ca
"gateway, co",accident,2003-03-03,united states,non-fatal,airplane,cessna,150m,1.0,reciprocating,0.0,0.0,0.0,0.0,38.683333,-108.983333,no,gateway,co
"cedar key, fl",accident,2003-03-03,united states,fatal(2),airplane,piper,pa-28r-201t,1.0,reciprocating,2.0,0.0,0.0,0.0,29.101111,-83.114722,no,cedar key,fl
"crescent city, ca",accident,2003-03-04,united states,non-fatal,airplane,cessna,421c,2.0,reciprocating,0.0,0.0,0.0,0.0,41.780278,-124.236389,no,crescent city,ca
"rogersville, tn",accident,2003-03-04,united states,non-fatal,airplane,piper,pa-32r-300,1.0,reciprocating,0.0,0.0,0.0,0.0,36.4575,-82.885,no,rogersville,tn
"creswell, or",accident,2003-03-05,united states,non-fatal,airplane,cessna,208b,1.0,turbo prop,0.0,0.0,0.0,0.0,43.910278,-123.0075,no,creswell,or
"lake placid, fl",accident,2003-03-05,united states,non-fatal,airplane,piper,pa-28-161,1.0,reciprocating,0.0,0.0,0.0,0.0,27.233333,-81.332778,no,lake placid,fl
"st. paul, mn",accident,2003-03-05,united states,non-fatal,airplane,cessna,172r,1.0,reciprocating,0.0,0.0,0.0,0.0,45.857222,-93.032778,no,st. paul,mn
"sparta, il",accident,2003-03-05,united states,fatal(2),airplane,beech,a36,1.0,reciprocating,2.0,0.0,0.0,0.0,38.077223,-89.693055,no,sparta,il
"rexburg, id",accident,2003-03-05,united states,fatal(4),airplane,piper,pa-34-220t,2.0,reciprocating,4.0,0.0,0.0,0.0,43.848889,-111.806944,no,rexburg,id
"eloy, az",accident,2003-03-07,united states,non-fatal,airplane,stinson,108-1,1.0,reciprocating,0.0,1.0,0.0,1.0,32.611111,-111.525,no,eloy,az
"richfield, ut",accident,2003-03-07,united states,non-fatal,airplane,piper,pa-28-180,1.0,reciprocating,0.0,1.0,0.0,1.0,unknown,unknown,no,richfield,ut
"gordo, al",accident,2003-03-07,united states,non-fatal,airplane,aeronca,7ac,1.0,reciprocating,0.0,0.0,0.0,0.0,33.388889,-88.005556,no,gordo,al
"rosamond, ca",accident,2003-03-07,united states,fatal(2),airplane,cessna,172l,1.0,reciprocating,2.0,0.0,0.0,0.0,34.816667,-118.400833,no,rosamond,ca
"albuquerque, nm",accident,2003-03-07,united states,fatal(3),airplane,piper,pa-46-500tp,1.0,turbo prop,3.0,0.0,0.0,0.0,35.166111,-106.770834,no,albuquerque,nm
"milledgeville, ga",accident,2003-03-07,united states,fatal(1),airplane,beech,a-36,1.0,reciprocating,1.0,0.0,0.0,0.0,33.154167,-83.240555,no,milledgeville,ga
"south woodstock, ct",accident,2003-03-08,united states,non-fatal,airplane,piper,pa-22/20-150,1.0,reciprocating,0.0,0.0,0.0,0.0,41.254722,-71.952778,no,south woodstock,ct
"zelienople, pa",accident,2003-03-08,united states,non-fatal,airplane,brantly helicopter,b-2b,1.0,reciprocating,0.0,0.0,0.0,0.0,40.801389,-80.160556,no,zelienople,pa
"cincinnati, oh",accident,2003-03-08,united states,non-fatal,airplane,beech,23,1.0,reciprocating,0.0,0.0,0.0,0.0,39.246666,-84.388889,no,cincinnati,oh
"pearland, tx",accident,2003-03-08,united states,non-fatal,airplane,cessna,150,1.0,reciprocating,0.0,0.0,0.0,0.0,29.521389,-95.242222,no,pearland,tx
"cahokia, il",accident,2003-03-08,united states,non-fatal,airplane,aviat,a-1,1.0,reciprocating,0.0,0.0,0.0,0.0,38.573334,-90.160278,no,cahokia,il
